Contig	COG	Name	Start	End
PROKKA_03525	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	1	101
PROKKA_03526	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	2	215
PROKKA_03528	COG0372	Citrate synthase	51	456
PROKKA_03529	COG2385	Peptidoglycan hydrolase (amidase) enhancer domain	73	338
PROKKA_03532	COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	19	283
PROKKA_03533	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain	3	398
PROKKA_03535	COG0739	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain	323	448
PROKKA_03536	COG2177	Cell division protein FtsX	1	159
PROKKA_03537	COG2884	ABC-type ATPase involved in cell division	1	217
PROKKA_03538	COG3835	Sugar diacid utilization regulator	167	348
PROKKA_03539	COG1187	16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases	1	231
PROKKA_03540	COG0015	Adenylosuccinate lyase	11	460
PROKKA_03541	COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	176	931
PROKKA_03542	COG0151	Phosphoribosylamine-glycine ligase	3	428
PROKKA_03543	COG0138	AICAR transformylase/IMP cyclohydrolase PurH	50	111
PROKKA_03544	COG0138	AICAR transformylase/IMP cyclohydrolase PurH	6	197
PROKKA_03545	COG3363	Archaeal IMP cyclohydrolase	15	191
PROKKA_03546	COG0299	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	2	198
PROKKA_03547	COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	6	348
PROKKA_03548	COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	8	466
PROKKA_03549	COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	1	154
PROKKA_03551	COG2606	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	6	159
PROKKA_03552	COG2876	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	64	323
PROKKA_03554	COG1477	Thiamine biosynthesis lipoprotein ApbE	91	354
PROKKA_03555	COG0696	Phosphoglycerate mutase (BPG-independent, AlkP superfamily)	1	506
PROKKA_03556	COG0149	Triosephosphate isomerase	6	256
PROKKA_03557	COG0126	3-phosphoglycerate kinase	5	404
PROKKA_03558	COG0196	FAD synthase	1	305
PROKKA_03559	COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	2	292
PROKKA_03560	COG0618	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs	6	320
PROKKA_03561	COG0858	Ribosome-binding factor A	6	117
PROKKA_03562	COG0532	Translation initiation factor IF-2, a GTPase	323	820
PROKKA_03564	COG2740	Predicted RNA-binding protein YlxR, DUF448 family	1	79
PROKKA_03565	COG0195	Transcription antitermination factor NusA, contains S1 and KH domains	167	359
PROKKA_03566	COG0779	Ribosome maturation factor RimP	11	153
PROKKA_03567	COG2309	Leucyl aminopeptidase (aminopeptidase T)	8	411
PROKKA_03568	COG1115	Na+/alanine symporter	12	462
PROKKA_03569	COG0534	Na+-driven multidrug efflux pump	9	438
PROKKA_03570	COG0622	Predicted phosphodiesterase	1	162
PROKKA_03571	COG0469	Pyruvate kinase	5	316
PROKKA_03572	COG0524	Sugar or nucleoside kinase, ribokinase family	3	287
PROKKA_03573	COG1883	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit	12	374
PROKKA_03576	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	204	313
PROKKA_03577	COG2211	Na+/melibiose symporter or related transporter	3	458
PROKKA_03578	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	6	121
PROKKA_03579	COG1902	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	5	97
PROKKA_03580	COG1902	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	22	248
PROKKA_03581	COG0530	Ca2+/Na+ antiporter	1	312
PROKKA_03581	COG0530	Ca2+/Na+ antiporter	2	146
PROKKA_03582	COG4905	Uncharacterized membrane protein	1	126
PROKKA_03582	COG4905	Uncharacterized membrane protein	235	396
PROKKA_03583	COG1454	Alcohol dehydrogenase, class IV	4	379
PROKKA_03585	COG1082	Sugar phosphate isomerase/epimerase	1	136
PROKKA_03586	COG1082	Sugar phosphate isomerase/epimerase	1	80
PROKKA_03589	COG1357	Uncharacterized protein YjbI, contains pentapeptide repeats	10	179
PROKKA_03590	COG0394	Protein-tyrosine-phosphatase	1	149
PROKKA_03592	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	162	287
PROKKA_03593	COG3505	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase	405	536
PROKKA_03595	COG3177	Fic family protein	386	497
PROKKA_03605	COG4974	Site-specific recombinase XerD	192	384
PROKKA_03607	COG0234	Co-chaperonin GroES (HSP10)	1	89
PROKKA_03608	COG0459	Chaperonin GroEL (HSP60 family)	1	527
PROKKA_03610	COG0497	DNA repair ATPase RecN	1	545
PROKKA_03611	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase	20	419
PROKKA_03613	COG4105	Outer membrane protein assembly factor BamD, BamD/ComL family	8	224
PROKKA_03615	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme	68	444
PROKKA_03616	COG0782	Transcription elongation factor, GreA/GreB family	19	168
PROKKA_03618	COG4771	Outer membrane receptor for ferrienterochelin and colicins	112	606
PROKKA_03620	COG0039	Malate/lactate dehydrogenase	3	289
PROKKA_03621	COG0509	Glycine cleavage system H protein (lipoate-binding)	1	125
PROKKA_03622	COG0673	Predicted dehydrogenase	11	147
PROKKA_03624	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	1	372
PROKKA_03628	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	74	316
PROKKA_03633	COG1629	Outer membrane receptor proteins, mostly Fe transport	96	286
PROKKA_03635	COG0642	Signal transduction histidine kinase	794	1066
PROKKA_03639	COG0677	UDP-N-acetyl-D-mannosaminuronate dehydrogenase	7	410
PROKKA_03640	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	39	404
PROKKA_03641	COG0438	Glycosyltransferase involved in cell wall bisynthesis	1	393
PROKKA_03642	COG0340	Biotin-(acetyl-CoA carboxylase) ligase	5	239
PROKKA_03643	COG2171	Tetrahydrodipicolinate N-succinyltransferase	3	271
PROKKA_03644	COG1505	Prolyl oligopeptidase PreP, S9A serine peptidase family	49	698
PROKKA_03645	COG0527	Aspartokinase	1	375
PROKKA_03647	COG0023	Translation initiation factor 1 (eIF-1/SUI1)	38	114
PROKKA_03649	COG5009	Membrane carboxypeptidase/penicillin-binding protein	43	798
PROKKA_03650	COG0136	Aspartate-semialdehyde dehydrogenase	1	330
PROKKA_03651	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	1	180
PROKKA_03652	COG3712	Periplasmic ferric-dicitrate binding protein FerR, regulates iron transport through sigma-19	12	289
PROKKA_03653	COG1629	Outer membrane receptor proteins, mostly Fe transport	408	922
PROKKA_03662	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	1	294
PROKKA_03663	COG3033	Tryptophanase	5	458
PROKKA_03664	COG1773	Rubredoxin	1	55
PROKKA_03665	COG0605	Superoxide dismutase	28	214
PROKKA_03666	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	12	161
PROKKA_03667	COG3712	Periplasmic ferric-dicitrate binding protein FerR, regulates iron transport through sigma-19	14	253
PROKKA_03668	COG1629	Outer membrane receptor proteins, mostly Fe transport	390	968
PROKKA_03675	COG0838	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	28	115
PROKKA_03676	COG0377	NADH:ubiquinone oxidoreductase 20 kD subunit (chhain B) or related Fe-S oxidoreductase	32	178
PROKKA_03677	COG0649	NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)	177	539
PROKKA_03678	COG1005	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	17	341
PROKKA_03679	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	1	140
PROKKA_03680	COG0839	NADH:ubiquinone oxidoreductase subunit 6 (chain J)	4	169
PROKKA_03681	COG0713	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)	1	99
PROKKA_03682	COG1009	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit	73	628
PROKKA_03683	COG1008	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	3	492
PROKKA_03684	COG1007	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	13	390
PROKKA_03685	COG0350	O6-methylguanine-DNA--protein-cysteine methyltransferase	6	162
PROKKA_03686	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	82	709
PROKKA_03688	COG1705	Flagellum-specific peptidoglycan hydrolase FlgJ	30	180
PROKKA_03690	COG0859	ADP-heptose:LPS heptosyltransferase	9	341
PROKKA_03691	COG4632	Exopolysaccharide biosynthesis protein related to N-acetylglucosamine-1-phosphodiester alpha-N-acety...	83	279
PROKKA_03693	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	18	461
PROKKA_03694	COG0543	NAD(P)H-flavin reductase	1	258
PROKKA_03698	COG4974	Site-specific recombinase XerD	129	388
PROKKA_03704	COG3472	Uncharacterized protein	70	351
PROKKA_03706	COG4886	Leucine-rich repeat (LRR) protein	567	944
PROKKA_03714	COG0629	Single-stranded DNA-binding protein	1	108
PROKKA_03720	COG4974	Site-specific recombinase XerD	122	374
PROKKA_03724	COG1475	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	1	160
PROKKA_03725	COG3344	Retron-type reverse transcriptase	14	248
PROKKA_03726	COG3451	Type IV secretory pathway, VirB4 component	37	410
PROKKA_03734	COG1192	Cellulose biosynthesis protein BcsQ	6	224
PROKKA_03737	COG3451	Type IV secretory pathway, VirB4 component	619	742
PROKKA_03737	COG3451	Type IV secretory pathway, VirB4 component	2	473
PROKKA_03744	COG3177	Fic family protein	83	253
PROKKA_03745	COG0270	Site-specific DNA-cytosine methylase	153	201
PROKKA_03748	COG0732	Restriction endonuclease S subunit	10	355
PROKKA_03749	COG4974	Site-specific recombinase XerD	49	289
PROKKA_03764	COG0642	Signal transduction histidine kinase	281	523
PROKKA_03765	COG0480	Translation elongation factor EF-G, a GTPase	16	640
PROKKA_03766	COG4646	Adenine-specific DNA methylase, N12 class	643	1099
PROKKA_03766	COG4646	Adenine-specific DNA methylase, N12 class	1260	1447
PROKKA_03768	COG0550	DNA topoisomerase IA	1	587
PROKKA_03776	COG4974	Site-specific recombinase XerD	129	389
PROKKA_03777	COG4974	Site-specific recombinase XerD	91	350
PROKKA_03780	COG4127	Predicted restriction endonuclease, Mrr-cat superfamily	119	281
PROKKA_03787	COG3344	Retron-type reverse transcriptase	23	232
PROKKA_03791	COG0595	mRNA degradation ribonuclease J1/J2	12	135
PROKKA_03792	COG3723	Recombinational DNA repair protein RecT	15	299
PROKKA_03794	COG0419	DNA repair exonuclease SbcCD ATPase subunit	5	53
PROKKA_03801	COG4974	Site-specific recombinase XerD	183	364
PROKKA_03802	COG0486	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	21	476
PROKKA_03803	COG0741	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	189	305
PROKKA_03805	COG1475	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	27	281
PROKKA_03806	COG1192	Cellulose biosynthesis protein BcsQ	19	268
PROKKA_03807	COG1266	Membrane protease YdiL, CAAX protease family	159	251
PROKKA_03809	COG0760	Parvulin-like peptidyl-prolyl isomerase	16	273
PROKKA_03811	COG2814	Predicted arabinose efflux permease, MFS family	1	370
PROKKA_03812	COG1443	Isopentenyldiphosphate isomerase	23	166
PROKKA_03813	COG0668	Small-conductance mechanosensitive channel	81	409
PROKKA_03814	COG2985	Uncharacterized membrane protein YbjL, putative transporter	34	552
PROKKA_03815	COG1538	Outer membrane protein TolC	43	441
PROKKA_03815	COG1538	Outer membrane protein TolC	245	440
PROKKA_03816	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	21	360
PROKKA_03817	COG0577	ABC-type antimicrobial peptide transport system, permease component	5	154
PROKKA_03818	COG0577	ABC-type antimicrobial peptide transport system, permease component	16	416
PROKKA_03819	COG1136	ABC-type lipoprotein export system, ATPase component	1	221
PROKKA_03820	COG1629	Outer membrane receptor proteins, mostly Fe transport	195	631
PROKKA_03824	COG0348	Polyferredoxin	60	310
PROKKA_03826	COG0546	Phosphoglycolate phosphatase, HAD superfamily	1	215
PROKKA_03827	COG0427	Acyl-CoA hydrolase	3	418
PROKKA_03828	COG0436	Aspartate/methionine/tyrosine aminotransferase	246	558
PROKKA_03829	COG4231	TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit	27	520
PROKKA_03830	COG4974	Site-specific recombinase XerD	327	386
PROKKA_03833	COG3547	Transposase	3	306
PROKKA_03835	COG1629	Outer membrane receptor proteins, mostly Fe transport	109	807
PROKKA_03837	COG1846	DNA-binding transcriptional regulator, MarR family	8	102
PROKKA_03838	COG2221	Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits	4	52
PROKKA_03839	COG3118	Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains	65	151
PROKKA_03840	COG4974	Site-specific recombinase XerD	331	387
PROKKA_03846	COG0305	Replicative DNA helicase	18	458
PROKKA_03858	COG2271	Sugar phosphate permease	3	451
PROKKA_05548	COG0822	NifU homolog involved in Fe-S cluster formation	1	171
PROKKA_05550	COG0124	Histidyl-tRNA synthetase	1	378
PROKKA_05551	COG0423	Glycyl-tRNA synthetase (class II)	3	472
PROKKA_05552	COG0642	Signal transduction histidine kinase	359	591
PROKKA_05553	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	42	265
PROKKA_05554	COG1576	23S rRNA pseudoU1915 N3-methylase RlmH	3	161
PROKKA_05555	COG0188	DNA gyrase/topoisomerase IV, subunit A	4	299
PROKKA_05556	COG0188	DNA gyrase/topoisomerase IV, subunit A	25	399
PROKKA_05557	COG0187	DNA gyrase/topoisomerase IV, subunit B	2	662
PROKKA_05563	COG1200	RecG-like helicase	7	646
PROKKA_05564	COG3274	Surface polysaccharide O-acyltransferase, integral membrane enzyme	4	291
PROKKA_05567	COG1686	D-alanyl-D-alanine carboxypeptidase	28	392
PROKKA_05568	COG3191	L-aminopeptidase/D-esterase	15	341
PROKKA_05569	COG0534	Na+-driven multidrug efflux pump	10	436
PROKKA_05569	COG0534	Na+-driven multidrug efflux pump	218	394
PROKKA_05570	COG0628	Predicted PurR-regulated permease PerM	28	360
PROKKA_05571	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	51	294
PROKKA_05572	COG0642	Signal transduction histidine kinase	277	492
PROKKA_05573	COG0784	CheY chemotaxis protein or a CheY-like REC (receiver) domain	95	221
PROKKA_05575	COG1362	Aspartyl aminopeptidase	8	424
PROKKA_05576	COG0531	Amino acid transporter	1	478
PROKKA_05577	COG1802	DNA-binding transcriptional regulator, GntR family	1	152
PROKKA_05578	COG0071	Molecular chaperone IbpA, HSP20 family	1	154
PROKKA_05581	COG2315	Predicted DNA-binding protein with ‘double-wing’ structural motif, MmcQ/YjbR family	1	124
PROKKA_05582	COG0561	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	1	249
PROKKA_05583	COG1284	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	6	162
PROKKA_05584	COG1284	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	31	104
PROKKA_05586	COG0642	Signal transduction histidine kinase	43	222
PROKKA_05589	COG1136	ABC-type lipoprotein export system, ATPase component	1	223
PROKKA_05590	COG0577	ABC-type antimicrobial peptide transport system, permease component	533	750
PROKKA_05591	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU	26	274
PROKKA_05593	COG1961	Site-specific DNA recombinase related to the DNA invertase Pin	1	213
PROKKA_05596	COG2337	mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	7	116
PROKKA_05599	COG2856	Zn-dependent peptidase ImmA, M78 family	105	215
PROKKA_05604	COG1109	Phosphomannomutase	3	457
PROKKA_05605	COG0279	Phosphoheptose isomerase	21	193
PROKKA_05606	COG0241	Histidinol phosphatase or a related phosphatase	258	423
PROKKA_05607	COG3274	Surface polysaccharide O-acyltransferase, integral membrane enzyme	29	323
PROKKA_05608	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	1	433
PROKKA_05609	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	11	56
PROKKA_05613	COG0438	Glycosyltransferase involved in cell wall bisynthesis	14	374
PROKKA_05614	COG2605	Predicted kinase related to galactokinase and mevalonate kinase	1	324
PROKKA_05615	COG3754	Lipopolysaccharide biosynthesis protein	6	161
PROKKA_05616	COG0438	Glycosyltransferase involved in cell wall bisynthesis	27	351
PROKKA_05617	COG3919	Predicted ATP-dependent carboligase, ATP-grasp superfamily	91	300
PROKKA_05618	COG1408	Predicted phosphohydrolase, MPP superfamily	14	270
PROKKA_05620	COG0726	Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family	1	117
PROKKA_05621	COG2148	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	144	352
PROKKA_05622	COG1061	Superfamily II DNA or RNA helicase	30	213
PROKKA_05624	COG4974	Site-specific recombinase XerD	111	354
PROKKA_05628	COG0622	Predicted phosphodiesterase	7	138
PROKKA_05629	COG1744	Basic membrane lipoprotein Med, periplasmic binding protein (PBP1-ABC) superfamily	309	567
PROKKA_05630	COG4333	Uncharacterized protein	29	177
PROKKA_05642	COG2868	Uncharacterized conserved protein YsxB, DUF464 family	1	105
PROKKA_05646	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	55	350
PROKKA_05647	COG1129	ABC-type sugar transport system, ATPase component	1	123
PROKKA_05647	COG1129	ABC-type sugar transport system, ATPase component	12	101
PROKKA_05648	COG1129	ABC-type sugar transport system, ATPase component	2	350
PROKKA_05648	COG1129	ABC-type sugar transport system, ATPase component	130	333
PROKKA_05648	COG1129	ABC-type sugar transport system, ATPase component	2	93
PROKKA_05649	COG4211	ABC-type glucose/galactose transport system, permease component	14	332
PROKKA_05651	COG1026	Zn-dependent peptidase, M16 (insulinase) family	4	874
PROKKA_05652	COG2252	Xanthine/uracil/vitamin C permease, AzgA family	1	454
PROKKA_05653	COG0577	ABC-type antimicrobial peptide transport system, permease component	454	563
PROKKA_05655	COG1136	ABC-type lipoprotein export system, ATPase component	5	223
PROKKA_05656	COG3509	Poly(3-hydroxybutyrate) depolymerase	343	510
PROKKA_05657	COG0462	Phosphoribosylpyrophosphate synthetase	18	367
PROKKA_05658	COG0192	S-adenosylmethionine synthetase	8	350
PROKKA_05659	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	223	370
PROKKA_05660	COG0274	Deoxyribose-phosphate aldolase	1	219
PROKKA_05663	COG0539	Ribosomal protein S1	283	636
PROKKA_05663	COG0539	Ribosomal protein S1	301	636
PROKKA_05663	COG0539	Ribosomal protein S1	288	595
PROKKA_05663	COG0539	Ribosomal protein S1	296	545
PROKKA_05663	COG0539	Ribosomal protein S1	295	467
PROKKA_05664	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	1	197
